identifier_file,local_note,title,title_other,title_part,abstract,date_text,collection,collection_identifier,shelf_locator,extent,genre,form,language,name,name_role,name 2,name_role 2,publisher,place_of_origin,series_title,subject_geographic,subject_name,subject_name 2,subject_topical,subject_topical 2,project_title,repository,rights,public_note,public_note 2,note_provenance
0012_000416_000351,,Letter from Marie Doran to Messers Sue and Herbert Hicks,,,Letter asserts freedom of speech and calls Evolution law a violation of the Constitution.,1925-07-15,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Doran, Marie",Creator,The Anti-Fanatic League,Creator,,"New York, NY",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000352,,Letter from Mersene Elon Sloan to Sue K. Hicks,,,"Letter applauds Hicks's religious points during trial, encloses two self-authored pamphlets.",1925-07-17,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Sloan, Mersene Elon",Creator,,,,"Rome, GA",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000353,,Letter from Sue K. Hicks to Dr. Mersene Sloan,,,"Thanks Sloan for letter and pamphlets, cites Scopes case as beginning of a moral fight.",1925-07-22,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Hicks, Sue K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000354,,Oriental Spiritism Exposed in Modern Theosophy,,,Pamphlet promoting religious text on theosophy by Mersene Elon Sloan.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 pamphlet (4 pages, 5 3/8 in x 3 1/4 in)",,pamphlets,eng,"Sloan, Mersene Elon",Creator,,,,"St. Paul, MN",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000355,,Bible-Talks That Make The Bible Talk,,,Booklet on Biblical interpretation by Mersene Elon Sloan.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 pamphlet (16 pages, 6 1/8 in x 3 3/8 in)",,pamphlets,eng,"Sloan, Mersene Elon",Creator,,,,"Rome, GA",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000356,,Letter from A.M. Christley to Sue Hicks,,,"Expresses regret at Bryan's passing, inquires about receiving a copy of his Scopes speech.",1925-07-27,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Christley, A.M.",Creator,,,,"Butler, PA",,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000357,,"Unsigned letter to Judge John T. Raulston, likely from Sue Hicks",,,Letter discusses scope of the trial and witnesses.,1925-07-01,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (2 pages),,correspondence,eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,"Duplicate of letter in same folder. This one is on Hicks & Hicks stationery, and has the word 'copy' written in the margin in pencil.",,
0012_000416_000358,,Letter from D. Zimerman to S.K. Hicks,,,Encloses manuscript for possible use in trial and note for Bryan,1925-07-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Zimerman, D.",Creator,,,,"La Cygne, KS",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000359,,Letter from D. Zimerman to W.J. Bryan,,,"Re-introduces self as having met Bryan previously, encloses excerpts of manuscript for possible use in trial.",1925-07-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Zimerman, D.",Creator,,,,"La Cygne, KS",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000360,,Extracts from the Manuscript 'Harmony of the Bible and Science',,,Manuscript seeks to show that evolution does not disprove Bible or Biblical creation.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 manuscript (7 pages, 13 in x 8 1/2 in)",,manuscripts (document genre),eng,"Zimerman, D.",Creator,,,,"La Cygne, KS",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000361,,Letter from P.H. Callahan to Wm. Jennings Bryan,,,"Thanks for earlier letter, discusses press surrounding trial.",1925-07-20,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Callahan, Patrick Henry, 1866-1940.",Creator,,,,,,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000362,,"Envelope to Messrs. Hicks & Hicks from Birmingham, AL",,,Sender is printed on envelope as Brimingham Mirror Co; envelope is empty,1925-07-29,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 envelope (1 page),,correspondence,eng,unknown,Creator,,,,"Birmingham, AL",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000363,,Letter to H.E. Hicks from Fred R. Marvin,,,Refers to source of information on American Civil Liberties Union and evolution.,1925-07-07,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Marvin, Fred R. (Fred Richard), 1868-1939",Creator,,,,"New York, NY",,,American Civil Liberties Union,, ,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000364,,Letter to the Prosecuting Attorney of Hancock County from Judge Alonzo L. Bales,,,"Requests copy of indictment, encloses one dollar to cover the costs.",1925-07-06,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Bales, Alonzo L.",Creator,,,,"Winchester, IN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000365,,Telegram to S.K. Hicks from The Law of Reversal Association,,,Announces arrival of C. James Ivey with letters of introduction and vital infomation.,1925-07-06,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 telegram,,correspondence,eng,Law of Reversal Association,Creator,"Oppenlander, H.F.",Signer,,"Portland, OR",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000366,,Letter from H.B. Maurer to W.J. Bryan,,,"Letter discusses Fundamentalism, Modernism, merits of the Scopes trial, expresses regret at Bryan's involvement.",1925-07-05,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (2 pages),,correspondence,eng,"Maurer, Henry B.",Creator,,,,"Brooklyn, NY",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000367,,"Letter from H.E. Widmer, Jr. to Prosecutor",,,Letter recommends Prof. Geo. McCready Price as scientist who opposes evolutionary theory; lists books and suggests him as a witness.,1925-07-06,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Widmer, H.E.",Creator,,,,"Paterson, NJ",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000368,,Letter from Hicks & Hicks to W.H. Norvell,,,"Responds to letter inquiring about missing note books, states inability to locate them.",1925-07-29,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Hicks, Herbert E.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000369,,"Letter from Hicks & Hicks to ""J.F. Holm""",,,"Acknowledges letter of the 28th, discusses Bryan's burial plans, recommends Mr. Thompson be contacted in Coconut Grove.",1925-07-30,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Hicks, Herbert E.",Creator,,,,"Dayton, TN",,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
